,t,r,velocity,theta,tau
779,1374.4807676664489,4.214315048589781,-2.0684006882080603,38.949999999999925,1286.591764215004
780,1375.417920336337,4.113446271072599,-1.9658548071925752,38.99999999999992,1287.437786226254
781,1376.3142131102697,4.017601711872239,-1.8674899020986429,39.04999999999992,1288.244842402016
782,1377.1725512286077,3.926574177547709,-1.7732237818860468,39.099999999999916,1289.0157416406053
783,1377.9956265484598,3.8401612118480886,-1.6829503055083117,39.14999999999991,1289.7530835472544
784,1378.7859334106076,3.758166143837414,-1.5965451955161827,39.19999999999991,1290.4592741854888
785,1379.545783671425,3.6803988704453916,-1.5138708673418737,39.24999999999991,1291.1365409777675
786,1380.277320857408,3.6066764191882377,-1.434780411469772,39.299999999999905,1291.786946717404
787,1380.9825334278364,3.5368233303014973,-1.3591208512713293,39.3499999999999,1292.4124026808922
788,1381.6632671518796,3.4706718917420556,-1.2867357851045178,39.3999999999999,1293.0146808498987
789,1382.3212366216007,3.408062255424713,-1.2174675078188981,39.449999999999896,1293.5954252667411
790,1382.9580359329743,3.348842458615957,-1.1511586943422645,39.49999999999989,1294.1561625573727
791,1383.5751485742237,3.292868370560389,-1.087653716693736,39.54999999999989,1294.6983116626645
792,1384.1739565652672,3.240003581105411,-1.0267996556164747,39.59999999999989,1295.2231928229432
793,1384.7557488945067,3.1901192452584577,-0.9684470590330186,39.649999999999885,1295.7320358628917
794,1385.3217293000869,3.143093895201569,-0.9124504916397816,39.69999999999988,1296.2259878245943
795,1385.873023442516,3.09881322924711,-0.8586689130931285,39.74999999999988,1296.7061199960822
796,1386.4106855144908,3.0571698854972085,-0.8069659163045684,39.799999999999876,1297.1734343815217
797,1386.935704332145,3.018063206523818,-0.7572098522600272,39.84999999999987,1297.6288696574504
798,1387.4490089499475,2.9813990001771606,-0.7092738634125421,39.89999999999987,1298.0733066573632
799,1387.9514738392586,2.947089300622874,-0.6630358439784653,39.94999999999987,1298.5075734246554
800,1388.4439236682153,2.915052132872498,-0.6183783423106164,39.999999999999865,1298.9324498715237
801,1388.927137718251,2.8852112833815964,-0.5751884178516862,40.04999999999986,1299.3486720790113
802,1389.4018539702163,2.8574960787223436,-0.5333574629195046,40.09999999999986,1299.756936271007
803,1389.8687728908053,2.8318411738733538,-0.4927809976823046,40.14999999999986,1300.1579024927091
804,1390.3285609478312,2.8081863512923535,-0.4533584450940594,40.199999999999854,1300.5521980218884
805,1390.7818538808592,2.786476331632881,-0.41499289123144373,40.24999999999985,1300.940420539226
806,1391.2292597518106,2.766660596722604,-0.37759083536526394,40.29999999999985,1301.3231410820988
807,1391.6713617983924,2.748693225227888,-0.34106193317626343,40.349999999999845,1301.7009068044194
808,1392.108721111611,2.732532741278481,-0.3053187357588352,40.39999999999984,1302.0742435635275
809,1392.5418791571587,2.718141976210316,-0.270276426421585,40.44999999999984,1302.4436583536692
810,1392.9713601591602,2.705487943497485,-0.2358525567698179,40.49999999999984,1302.8096416042897
811,1393.3976733635861,2.6945417268812704,-0.20196678312413505,40.549999999999834,1303.172669360185
812,1393.8213151976122,2.685278381660553,-0.1685406039765087,40.59999999999983,1303.5332053595357
813,1394.2427713403008,2.6776768490802314,-0.13549709889801315,40.64999999999983,1303.8917030249406
814,1394.6625187192085,2.6717198837396174,-0.10276066908049108,40.699999999999825,1304.248607381799
815,1395.0810274468768,2.6673939939384548,-0.07025677950936558,40.74999999999982,1304.604356917744
816,1395.498762710634,2.664689394882139,-0.037911702619673374,40.79999999999982,1304.959385396304
817,1395.9161866287268,2.6635999746780183,-0.005652263176739796,40.84999999999982,1305.3141236375593
818,1396.3337600854998,2.664123273069742,0.026594415957493373,40.899999999999814,1305.669001278265
819,1396.751944558162,2.666260472875001,0.05890116756473229,40.94999999999981,1306.0244485237256
820,1397.1712039475985,2.6700164041124537,0.09134103373760767,40.99999999999981,1306.380897903637
821,1397.5920064257266,2.6753995608248724,0.12398751989857464,41.049999999999805,1306.7387860441402
822,1398.0148263120363,2.6824221306263785,0.15691484957541993,41.0999999999998,1307.098555468484
823,1398.4401459922212,2.6911000370209313,0.19019822029414338,41.1499999999998,1307.4606564389467
824,1398.8684578921666,2.701452994555612,0.22391406087945676,41.1999999999998,1307.8255488530363
825,1399.3002665210558,2.7135045768844184,0.25814029035357766,41.249999999999794,1308.1937042074749
826,1399.7360905979592,2.727282297824673,0.29295657849158047,41.29999999999979,1308.5656076440762
827,1400.176465276996,2.7428177054869707,0.3284446079212793,41.34999999999979,1308.9417600923528
828,1400.6219444870187,2.7601464895488403,0.3646883374411007,41.399999999999785,1309.3226805245413
829,1401.0731034027542,2.7793086017195425,0.4017742659627614,41.44999999999978,1309.708908339721
830,1401.5305410654564,2.8003483894058183,0.43979169615715646,41.49999999999978,1310.1010058948232
831,1401.9948831723932,2.8233147425326277,0.47883299648001404,41.54999999999978,1310.4995612015932
832,1402.4667850558933,2.848261253394856,0.518993859764583,41.599999999999774,1310.9051908099727
833,1402.9469348742348,2.8752463893109814,0.5603735559751872,41.64999999999977,1311.318542899935
834,1403.4360570383603,2.904333677711941,0.6030751759980585,41.69999999999977,1311.7403006055097
835,1403.9349159002475,2.93559190312127,0.6472058624810422,41.749999999999766,1312.1711855965932
836,1404.4443197307576,2.9690953152578836,0.6928770226939456,41.79999999999976,1312.6119619461476
837,1404.9651250169,3.0049238472111437,0.7402045171342175,41.84999999999976,1313.0634403125246
838,1405.4982411106814,3.0431633422877455,0.7893088161106165,41.89999999999976,1313.5264824689168
839,1406.044635264029,3.0839057876982725,0.8403151147569257,41.949999999999754,1314.0020062142867
840,1406.6053380866372,3.127249552722179,0.8933533948082554,41.99999999999975,1314.4909907025367
841,1407.1814494659438,3.17329962834527,0.9485584189565024,42.04999999999975,1314.9944822290995
842,1407.7741449907196,3.2221678645819067,1.0060696406237692,42.099999999999746,1315.5136005164768
843,1408.3846829218373,3.2739732007503153,1.0660310084797047,42.14999999999974,1316.0495455424384
844,1409.0144117555665,3.3288418828348023,1.1285906408996296,42.19999999999974,1316.603604956484
845,1409.6647784260144,3.38690766071024,1.1939003407265623,42.24999999999974,1317.177162131593
846,1410.3373371938949,3.4483119563844995,1.2621149150678537,42.299999999999734,1317.77170489902
847,1411.0337592683488,3.5132039924909666,1.3333912583291068,42.34999999999973,1318.3888350136629
848,1411.7558432067035,3.581740867988924,1.407887149169176,42.39999999999973,1319.030278395934
849,1412.505526133351,3.654087565352398,1.485759703463534,42.449999999999726,1319.697896192697
850,1413.284895812781,3.7304168703925478,1.56716341562145,42.49999999999972,1320.3936966940425
851,1414.0962036024625,3.8109091822063395,1.6522477096808348,42.54999999999972,1321.1198481337938
852,1414.9418782978257,3.895752186516387,1.7411539095233284,42.59999999999972,1321.8786923887312
853,1415.8245408629518,3.985140360807551,1.8340115244133897,42.649999999999714,1322.672759573498
854,1416.7470200153487,4.079274274127244,1.930933732091428,42.69999999999971,1323.504783503676
855,1417.7123685997826,4.178359638165639,2.0320119272352724,42.74999999999971,1324.3777179669685
856,1418.7238806425985,4.282606059261479,2.1373091888746107,42.799999999999706,1325.2947536999097
857,1419.7851089220617,4.392225433320539,2.2468525072447925,42.8499999999997,1326.2593359127652
858,1420.8998828193946,4.507429917375503,2.3606235999642027,42.8999999999997,1327.2751821357679
859,1422.0723261264743,4.628429402828211,2.478548141219301,42.9499999999997,1328.346300072616
860,1423.3068743764368,4.75542840657968,2.6004832284333497,42.999999999999694,1329.4770050391212
